scop_id,class,name
383024,a,d6o8nb_
393136,a,d6wz1c_
181465,a,d3mooa_
322144,a,d5l8gq_
76078,a,d8icwa3
257254,a,d4ogrb1
131115,a,d2d11c1
266153,a,d4d1ml_
416916,a,d6txmf_
86734,a,d1oafa1
327210,a,d5m33b1
16481,a,d1tafa_
169930,a,d2x80b_
17309,a,d1br1b_
270485,a,d4toad_
393328,a,d6xmjq1
384834,a,d5qq6a_
258257,a,d4pzob1
273878,a,d5bs6c2
341843,a,d5onwh_
129429,a,d2bxia1
348933,a,d5yo5d_
16852,a,d1csgb1
192633,a,d4j0sa1
171102,a,d2z8aa_
242812,a,d2l93a1
19555,a,d2notb_
16708,a,d1mfrq_
116335,a,d1y19h1
357364,a,d6axxa1
115449,a,d1xlsc_
64776,a,d1d7w.1
359009,a,d6hala_
367325,a,d6a6ka_
15707,a,d1sryb1
196096,a,d3pt7b_
264851,a,d3itmd_
172760,a,d3bp9t_
18041,a,d9icba1
170518,a,d2y20b1
397040,a,d7k5hb_
244641,a,d2xywb_
348751,a,d5xgoi_
137456,a,d2ij5f_
307901,a,d4okwa_
15561,a,d1g0ab_
208709,a,d3br5a2
253730,a,d4m1hd1
144409,a,d1vq421
125201,a,d1zkna_
176717,a,d3gk4x_
79828,a,d1n1za1
402484,a,d7nqia_
237996,a,d4lm4b1
195266,a,d4f6ga_
18588,a,d1lgab_
16253,a,d1hr0r_
331938,a,d5pdba1
394050,a,d6zkcx_
217843,a,d3vi7d2
239131,a,d3azfh_
182650,a,d3nz4b_
124039,a,d1yu5x_
249369,a,d3sdga1
331930,a,d5pexa1
266738,a,d4mkua_
133092,a,d2f7oa1
230024,a,d4gukc1
360635,a,d6bona_
19637,a,d1b9yb_
252198,a,d4gcvh_
125943,a,d2a07k_
386616,a,d5r0db2
97608,a,d1rkea1
256420,a,d2md9a1
412891,a,d2l3oa_
16360,a,d2erla_
17386,a,d1c3za_
348594,a,d5xm3d_
239223,a,d3dvai_
129057,a,d2bs4d1
368984,a,d6q9wa_
70455,a,d1gted1
18577,a,d1jdbk1
334258,a,d5u4yc_
176535,a,d3gdjd_
167168,a,d2pfmb_
320392,a,d5jv3c_
178877,a,d3jwqd_
321219,a,d5da5o_
18158,a,d1sava_
217545,a,d3uw8a1
312030,a,d4yh2a2
124507,a,d1z67a1
15690,a,d1h7xd1
199003,a,d3b0wa_
375972,a,d6hscb2
60123,a,d1fz8b_
16014,a,d1vnda_
18603,a,d1dj5a_
322090,a,d5sw7a_
412889,a,d2kv7a1
336565,a,d5kt8a1
106711,a,d1t9ga1
232397,a,d3h4eh2
211772,a,d3ik9f2
183380,a,d3oxqa_
371075,a,d6o5ne_
359169,a,d6bvmb1
239138,a,d3azic_
315387,a,d5g0ra2
399844,a,d6ls3h_
322045,a,d5svza_
340286,a,d5ov7e_
366380,a,d6co5a_
217529,a,d3uv2a_
386768,a,d5r1bb2
171590,a,d2zxwu_
358527,a,d6d5xb_
217736,a,d3vb1a1
16442,a,d1f66c_
87609,a,d1oyna_
213062,a,d3lu7b3
330653,a,d5ilya1
239278,a,d3feyc1
79024,a,d1me5a_
215871,a,d3rjfa1
180706,a,d3m15a_
234952,a,d4jbab_
78154,a,d1lr1a_
241933,a,d2ggzb_
131578,a,d2dn1b_
126246,a,d2a6ee_
324484,a,d5jklc_
138266,a,d2jdie1
15809,a,d1c6ob_
136757,a,d2htne_
265628,a,d3wcld_
162651,a,d2a1oa_
398348,a,d7axla_
15018,a,d1a6ma_
397082,a,d7k5hl_
305790,a,d3l5ya_
231676,a,d2yync_
163037,a,d2bc5b_
214174,a,d3o5cb1
121279,a,d1wu9a1
308157,a,d4qswa1
323147,a,d5kyjb1
394803,a,d7k3wd_
94280,a,d1p7ib_
338782,a,d5vxji_
15146,a,d1mbna_
338276,a,d5u5la_
131245,a,d2d45d1
125531,a,d1zrca1
264301,a,d2hnla2
334826,a,d5k38b_
200970,a,d3uf2a_
207878,a,d2zn8a_
18197,a,d1taga1
207483,a,d2y5za_
241642,a,d2dqrb_
374007,a,d6qs9b1
400515,a,d5s8pb1
214233,a,d3o8jd_
213060,a,d3lu7b1
367973,a,d5zo6x_
139787,a,d2q1pa_
157393,a,d3d5du1
15459,a,d1g9vb_
65137,a,d1g3ya2
388459,a,d6z6ug_
247848,a,d3n3ab_
400471,a,d5s91a_
417637,a,d7b2he2
252568,a,d4i2ea2
16179,a,d1fbqb1
174569,a,d3e2oa_
16222,a,d1xgoa1
268682,a,d4r21a_
372834,a,d6h6uf_
306017,a,d3n48b_
81060,a,d1o1ma1
164889,a,d2h0ma_
349526,a,d6b8pf_
212422,a,d3km6b2
196275,a,d3q8ia_
277239,a,d5d8sh_
367495,a,d6jmic_
172401,a,d3b0fa_
252544,a,d4hx8b1
215759,a,d3re7l_
416876,a,d6txhf_
180232,a,d3lelo_
211170,a,d3hocb2
79320,a,d1mn8c_
318798,a,d5ibna1
216878,a,d3tmza1
245556,a,d3cu7ba
94265,a,d1p7gv1
202264,a,d4ggft_
124253,a,d1yyub_
16468,a,d2hiod_
413911,a,d4l6ra1
326955,a,d5f05c2
17598,a,d1gtia1
209453,a,d3ebsd_
167780,a,d2qrwa_
18777,a,d1qnfa1
104037,a,d1owba_
124672,a,d1z7ua1
121785,a,d1x7bb_
264096,a,d4w9ub2
170604,a,d2y4za1
236231,a,d4ni7a_
149514,a,d2pipl_
371557,a,d6re7t3
280536,a,d4yi0c_
156644,a,d3chpa1
355042,a,d5y0dd_
77521,a,d1ksda1
203691,a,d2c1ua1
257541,a,d4ps8a3
416872,a,d6txhb_
391563,a,d6smzd2
146418,a,d2co5a1
240157,a,d4g7op3
181388,a,d3mlid1
376426,a,d6l55b_
336898,a,d5giya1
207558,a,d2ydwa_
385492,a,d6p8ke_
418250,a,d7l9ja_
126258,a,d2a6ep2
15762,a,d1d5na1
242095,a,d2i8fa_
380219,a,d6unia_
99641,a,d1un0a_
87249,a,d1oq4e_
106651,a,d1t86a_
155488,a,d3bpna_
128688,a,d2bkcn_
346578,a,d5mwza_
106905,a,d1th1a_
266720,a,d4m6ba2
18047,a,d8icva1
19389,a,d1bkea3
18957,a,d1ehfa_
94951,a,d1pn9b1
405375,a,d7kcsa_
91231,a,d1m8te_
130890,a,d2cvza1
105544,a,d1sh5a2
86617,a,d1o3xa_
106373,a,d1t3qd1
312268,a,d4z0ya_
227885,a,d4kzgd1
380855,a,d6lcwa_
172990,a,d3c1le_
173737,a,d3d77a_
258508,a,d4qssa1
209084,a,d3dc6a1
213295,a,d3mkhb2
317772,a,d5epsa_
59469,a,d1en5c1
416887,a,d6txja_
375997,a,d6imra_
324549,a,d5jkma_
216709,a,d3ta8a_
391966,a,d6tlca1
237165,a,d4jdga_
238507,a,d3sfia1
17534,a,d6gssa1
212675,a,d3l2fi1
387840,a,d5rk5a_
243783,a,d2uuli_
197487,a,d1svte1
175335,a,d3ezqg1
322131,a,d5l8bq1
18268,a,d1ej5a_
277216,a,d5d8xk_
344606,a,d2mr3a1
155398,a,d3blqb2
124709,a,d1z8lb1
387820,a,d5rkva_
151506,a,d2r0na1
138171,a,d2ja5j1
108442,a,d1v97b1
17803,a,d1oczu_
19390,a,d1e7ba1
170949,a,d2z0ab_
16654,a,d1bfre_
64910,a,d1eq1a_
275523,a,d4ziad1
136235,a,d2h8da_
155879,a,d3c2la1
166084,a,d2jd81_
157183,a,d3d19d2
126511,a,d2ab6c1
202329,a,d4h0mh_
73711,a,d1l9bc_
380728,a,d6kaic_
183175,a,d3omma1
19398,a,d1uora3
279950,a,d4xkte_
80259,a,d1n7oa1
198992,a,d3azje_
148654,a,d2o73d_
106823,a,d1tf0a2
267128,a,d4ot3b1
161861,a,d1vgma_
127415,a,d2aw9b1
211222,a,d3hq9b1
335957,a,d5h7ad3
173713,a,d3d6da_
183750,a,d3pi1a_
171631,a,d3a0gb_
400416,a,d5s8ia_
154048,a,d2z4ba_
114795,a,d1wpbm_
242564,a,d2kmda1
99883,a,d1ussa_
276915,a,d5cyid1
99908,a,d1ut8a1
18453,a,d1b79c_
66399,a,d1j78a3
95967,a,d1q6ab1
129045,a,d2bs3b1
116169,a,d1xxhd1
132404,a,d2euqa2
388477,a,d6z6u6_
180423,a,d3lnqa_
99910,a,d1ut8b1
59864,a,d1fk3a_
322276,a,d5syhb2
318989,a,d5fvbv_
327880,a,d5kyoa_
106649,a,d1t84a_
210115,a,d3ftya3
243945,a,d2vufa1
194987,a,d4f53b_
377557,a,d6pq6a_
112095,a,d1sjpb1
91164,b,d1m16a_
138735,b,d2nx5l_
168969,b,d2w08a_
181730,b,d3mzca_
248685,b,d3pvok_
362038,b,d6c45b_
338988,b,d5tuob_
254088,b,d4porj_
360516,b,d5ytoa1
257110,b,d4muva1
230311,b,d4nbyb_
109382,b,d1wf4o_
318769,b,d5g4ob_
212978,b,d3lo0a_
98167,b,d1rzia2
20411,b,d1ct8d1
404457,b,d7bala_
237654,b,d4mkta1
258554,b,d4unwa_
305956,b,d3miqh1
271741,b,d4x0ya_
349732,b,d6apcl1
103855,b,d1mzzc2
320926,b,d5p0fa_
253816,b,d4mngf2
387297,b,d5qyxb1
262067,b,d4wfff1
146970,b,d2ep6a1
411002,b,d6dpsb_
376568,b,d6qb4x2
335119,b,d5nm0c1
305029,b,d3azxa_
62092,b,d1i9hb_
258969,b,d4ot1l1
119376,b,d1tx6b_
120549,b,d1vyqb_
22077,b,d1dp0c1
259032,b,d4u1gf2
413801,b,d4gsqa1
409764,b,d4zsob1
240495,b,d4lptb1
411704,b,d6q0eh1
217520,b,d3utpk2
126868,b,d2ajcb1
76208,b,d1g9ca1
331333,b,d5pmoa_
121800,b,d1x89b_
216488,b,d3smrc_
137249,b,d2icwe1
156335,b,d3ccmb1
240828,b,d1vu0z_
22948,b,d1e67b_
223529,b,d4j1wa2
231367,b,d2vyrj_
363105,b,d6a79a1
277435,b,d4yz4a1
347100,b,d5nxia_
197633,b,d1xgpa2
178996,b,d3k38i_
21980,b,d1ttfa_
381339,b,d6l8tl2
146708,b,d2e86a1
23381,b,d1c8fa_
250074,b,d3u2qa3
237685,b,d4nrla_
365644,b,d6j49o_
276731,b,d4ra3b_
228804,b,d4m2ra_
111804,b,d1rgq.2
157960,b,d3e0ve1
155158,b,d3bdue_
279418,b,d5bo1m2
91903,b,d1nj9l1
315339,b,d5fmol2
94685,b,d1pg7x2
413421,b,d3sejj_
382769,b,d5rf1a_
182900,b,d3o9wb_
262570,b,d4cewb_
273248,b,d4y4hc2
229359,b,d3znka_
410686,b,d5x2nh_
20975,b,d1ggij2
168098,b,d2rfyb_
147035,b,d2fhfa1
249575,b,d3su5a1
253839,b,d4n0ae_
317463,b,d5faxb2
386599,b,d5qcwb_
177954,b,d3hzbc_
371430,b,d5qria_
151265,b,d2qr0s2
408861,b,d4d9lj_
27276,b,d1sria_
414526,b,d4z4rb_
96649,b,d1qzhe_
394183,b,d6zxne_
210042,b,d3fpkb1
353124,b,d5zqxd1
20183,b,d1ap2b_
116149,b,d1xx9a_
23934,b,d1qnya_
329620,b,d5u2vg1
379823,b,d6lhka_
262094,b,d4whtp2
327168,b,d5l37b_
23082,b,d2afna1
402911,b,d6zs1e_
105238,b,d1s3kh2
131345,b,d2d98a_
27222,b,d1b4ma_
195165,b,d4eo5a1
198599,b,d2x1pc1
399854,b,d7lopy2
26804,b,d2er0e_
409853,b,d5cckh_
137172,b,d2ianl1
355773,b,d6gmxc_
380879,b,d6qkkf_
409111,b,d4kkae_
68669,b,d1kkea1
253265,b,d4kgga_
153353,b,d2vo5a4
26303,b,d2pka.2
23480,b,d2rs31_
199931,b,d3n4ma1
22908,b,d1a4ab_
417044,b,d6xc9d2
138801,b,d2ny7h2
410599,b,d5vjqa_
26243,b,d4este_
384090,b,d5r8ha_
108224,b,d1v10a1
342792,b,d5n0ka3
71889,b,d1juib_
411193,b,d6h3hc1
20070,b,d1nsnl1
26138,b,d1tmb.1
215962,b,d3roua1
26846,b,d1psaa_
119773,b,d1uywm_
94967,b,d1poqa_
381986,b,d6uc6a1
201716,b,d4dj8e1
164482,b,d2fvub1
411888,b,d6u85h_
354273,b,d6fe1a_
333784,b,d5jn9c_
366647,b,d5y7kb1
393823,b,d6z3pl_
402287,b,d7lvuc1
374393,b,d6q4wa_
252280,b,d4gp3b1
386733,b,d5r1lb1
252189,b,d4gboa_
72863,b,d1kq2i_
20195,b,d1d5ih1
134208,b,d2fvkc1
22067,b,d1bqua2
23138,b,d1asqa3
258116,b,d4pb9l1
264611,b,d2yd7b2
66997,b,d1jojd_
23387,b,d1ar71_
146711,b,d2e86b2
409152,b,d4lmqe_
197891,b,d2fjfa2
260868,b,d3wxsa_
260012,b,d4ra0c1
172478,b,d3b83a1
401988,b,d7ea9a1
412027,b,d6vmjm_
317451,b,d5ckaa_
130115,b,d2c8nd1
380911,b,d6pulg2
81085,b,d1o6fa1
198620,b,d2xr8g1
394592,b,d7jn5l1
354219,b,d6biga_
213880,b,d3ncjl2
68655,b,d1kk5e_
156559,b,d3cf5s1
126069,b,d2a32a_
349031,b,d5wnal1
211995,b,d3iwzd1
335316,b,d5llvb_
181511,b,d3mrqb1
25713,b,d1g7sa2
396244,b,d6wzjd2
25684,b,d1dg1g1
416807,b,d6t0xa1
251069,b,d4am0d1
388630,b,d6u3uf_
20504,b,d1vhpa_
318287,b,d4zr2b_
235058,b,d4jw0b_
320893,b,d5p8ma_
20548,b,d1efqa_
403501,b,d7lxyo_
338457,b,d6amyb_
236056,b,d4mfha_
411902,b,d6ue8b2
128161,b,d2b9ny1
112446,b,d1tjgh1
412231,b,d6ylab_
182526,b,d3nssa_
24680,b,d1btod1
375024,b,d6nj6b1
24085,b,d2peld_
167260,b,d2psub_
388007,b,d6vrne2
378513,b,d6u3ma2
223761,b,d4jdsd2
374992,b,d6mk9a_
170614,b,d2y5ha_
319856,b,d5k1ja_
287586,b,d2hlda1
361464,b,d6h33a1
329917,b,d5tg3d_
112239,b,d1t4kc1
26238,b,d1qnja_
84910,b,d1m9xf_
253375,b,d4kodd1
25743,b,d1d2ec2
24342,b,d1f5ja_
149213,b,d2p4jd_
375648,b,d6mcua_
197214,b,d3zova_
411171,b,d6glwh_
396602,b,d6z1jh2
391510,b,d6sh0i_
341344,b,d5qcka_
174087,b,d3do4d_
173301,b,d3cl2g_
174008,b,d3djtb_
272344,b,d4pc2b3
20478,b,d1etzl1
354346,b,d5xjue_
302507,b,d1i0wa_
22723,b,d3pcme_
351672,b,d5mvjd1
115637,b,d1xnrl_
72903,b,d1krub_
392070,b,d6tvba1
395982,b,d6vawc_
328983,b,d5kg9l1
410145,b,d5i18h_
305179,b,d3cykb_
304243,b,d2nzge_
329632,b,d5u2vc2
339936,b,d5vkkb1
316818,b,d5j89b1
411028,b,d6dzrh_
413921,b,d4llwc_
20321,b,d1beyh1
205951,b,d2r2ha2
177435,b,d3heif1
242872,b,d2lfoa_
405456,b,d7kgua2
261061,b,d3wx5b_
67670,b,d1jz1i1
222636,b,d4hisa_
27106,b,d1e06a_
354107,b,d5zfha_
343014,b,d5mayc_
409584,b,d4tuoc_
253372,b,d4kodc1
186214,b,d3ubni_
389134,b,d6y6ad_
62798,b,d1ja0a1
261272,b,d4qwwe1
411924,b,d6ue9l2
106105,b,d1sxxa_
306897,b,d3wtnb1
408349,b,d3fo1h_
104335,b,d1pw3a_
336058,b,d5n2fb1
409935,b,d5dd3h1
86789,b,d1obzb2
73262,b,d1kyoj_
139086,b,d2oi6b1
348503,b,d5x0tb1
120975,b,d1wisa1
184540,b,d3qndf_
134271,b,d2fx3a1
334545,b,d5jpgb_
378920,b,d6j3xa2
177956,b,d3hzbe_
302357,b,d1e0ib_
205070,b,d2jk5a1
148621,b,d2o61b2
26055,b,d2gch.1
120699,b,d1w7xh_
261951,b,d4rqpg_
125050,b,d1zglr2
398448,b,d7aq5b2
379467,b,d6kl7a1
139519,b,d2p83a1
162195,b,d1ygzc_
382866,b,d6oc8d1
67636,b,d1jz0b2
193041,b,d4bh1e_
67668,b,d1jz0h4
410930,b,d6c6zc_
203764,b,d2cdfb1
80503,b,d1ngzb2
194458,b,d4giqa_
339645,b,d5u4db_
83284,b,d1ga2b2
270851,b,d4x7sl2
386870,b,d5rc6a_
108810,b,d1vlfv1
275131,b,d4zipa_
85969,b,d1npnc1
199644,b,d3kpra2
308067,b,d4q1xb_
237400,b,d4nrzb2
20864,b,d1exua1
414975,b,d5j5ie1
152743,b,d2v7ua1
169492,b,d2wnve_
163029,b,d2b9ul_
250304,b,d3v4pl1
65560,b,d1gunc_
240366,b,d4jvwd_
28395,b,d3ezma_
153254,b,d2vl4a1
327625,b,d5jyma2
161567,b,d2vdma_
329353,b,d5ue6h1
259822,b,d4mywa_
321838,b,d5lmzb2
250004,b,d3tsxf_
311870,b,d4y3aa_
398276,b,d7apya1
120613,b,d1w2td1
59780,b,d1fe3a_
396543,b,d6yzxa_
92732,b,d1oaxo_
119415,b,d1u17a1
129366,b,d2bwia1
156768,b,d3clzc2
385018,b,d6pvdh2
234480,b,d4gjva1
27878,b,d1bn4a_
152995,b,d2vdnh1
357232,b,d6dwal1
148730,b,d2ocea4
25300,b,d1jmca1
79767,b,d1n0vd1
207215,b,d2xg5b_
223319,b,d4iqfd2
371542,b,d6rdpt1
393207,b,d6x40l1
126906,b,d2ak4k1
335631,b,d5l4vb_
235925,b,d3zhda1
74383,b,d1m1kc1
66091,b,d1i8qa2
382421,b,d6tcrl2
250766,b,d3zeza_
412630,b,d7m7we_
115138,b,d1xd0a1
199229,b,d3d9al2
150912,b,d2qn6a2
147968,b,d2jccf1
329130,b,d5t9za_
395533,b,d5rzba3
223567,b,d4j5ye_
194723,b,d3tlrc1
100150,b,d1uxld_
179704,b,d3ku6a1
340000,b,d5kd7a2
243534,b,d2qdla1
96572,b,d1qy4b_
407431,b,d6xayc3
157445,b,d3d87d1
385433,b,d6jz3b1
20916,b,d1dbkl2
22264,b,d1funf_
315385,b,d5fnja_
106600,b,d1t6xa1
122184,b,d1xn3c_
353701,b,d6ge7a_
68294,b,d1k8db_
186206,b,d3ubje1
341671,b,d5u4rl2
144712,b,d1ypzg1
26955,b,d1dyna_
161685,b,d1rl8b_
224129,b,d4k2ya_
331471,b,d5v00b_
383099,b,d6oi0a_
360460,b,d6mhre2
24000,b,d1cjpc_
271913,b,d4pj1o_
394332,b,d7ayla1
394708,b,d7jzjd1
202751,b,d4jnjd_
79676,b,d1my7b_
390928,b,d6lboa_
150867,b,d2qlvb1
179024,b,d3k3ae_
210164,b,d3fuja1
97676,b,d1rowa_
244650,b,d2xz5e_
265902,b,d4aowa_
62326,b,d1iega_
108584,b,d1vfsa1
371081,b,d6o5xc_
123853,b,d1yq2c1
353618,b,d5wvxb_
375355,b,d6igul1
198298,b,d2qaza_
20003,b,d2gfbl1
207442,b,d2xzal2
59641,b,d1f45a3
201468,b,d4aptb1
24670,b,d2ohxb1
342610,b,d5y5oc_
368668,b,d6o8aa_
218829,b,d4afgb_
412800,b,d2g3nc3
156573,b,d3cfje1
26460,b,d1e1qc2
261274,b,d4qwwc1
200151,b,d3or6b2
20974,b,d1ggim2
23419,b,d1pvc3_
241000,b,d1ya5b2
272194,b,d5ah8a_
22942,b,d1e5zd_
258237,b,d4psqb_
67648,b,d1jz0d4
372971,b,d6k65l_
62579,b,d1im3n2
249182,b,d3rmyb1
27573,b,d1ncbn_
401026,b,d6x82c_
351383,b,d6b0ta1
232262,b,d3gcfa1
73477,b,d1l1nb_
126100,b,d2a3wb_
384070,b,d5qbra_
96322,b,d1q9wb1
87366,b,d1orwc1
156841,b,d3cmoy_
247792,b,d3muz35
327702,b,d5t50a_
23772,b,d1dyob_
235640,b,d4mhiq1
181675,b,d3mxgj_
123823,b,d1yp7a_
258943,b,d4m6nl2
203456,b,d2aj3a2
193488,b,d3ttpb_
363088,b,d6dwhf_
180357,b,d3lktc_
181736,b,d3mztd_
228691,b,d4lcua2
275952,b,d4r1qc2
131966,b,d2e1ra1
121267,b,d1wtgt2
207074,b,d2x09a1
362262,b,d6mjqd1
368375,b,d6e9hb2
149941,b,d2pyeb2
138023,b,d2j57c_
196262,b,d3syxa1
411358,b,d6k5ae_
241518,b,d2d92a1
365822,b,d6fmeb2
245392,b,d3brgc1
98932,b,d1so0a1
409870,b,d5cgyc_
244276,b,d2wsda2
367262,b,d6o3aa1
176992,b,d3gtvf_
360707,b,d6e62l2
26088,b,d1ay6.1
168668,b,d2vkmd_
271774,b,d4x15e_
362150,b,d6fgda3
263684,b,d4qf4b_
268419,b,d4o00b1
109410,b,d1wmea1
414645,b,d5dnpa_
199236,b,d3difa1
304603,b,d2wn0a_
96843,b,d1r1zd1
271308,b,d3wucb1
240929,b,d1wxta1
25852,b,d3ptna_
173595,b,d3d0ab_
333425,b,d5jhha2
395974,b,d6vavb_
269336,b,d4qthb1
237684,b,d4nqta2
322667,b,d5kxbc_
412639,b,d7negh_
215944,c,d3ro8d1
265825,c,d3zmta2
356725,c,d6efhb2
244776,c,d2yjec2
124826,c,d1zahc_
231297,c,d2v0ja1
105106,c,d1rvua_
204317,c,d2g7my2
235943,c,d4cjsb_
411384,c,d6l0ic1
30043,c,d1e5qd1
224635,c,d4lbgb_
210865,c,d3h49b_
104060,c,d1p1xa_
380185,c,d5qnnb_
164095,c,d2ejba_
32540,c,d1meea_
161419,c,d2f35a_
279281,c,d5dw0c_
33857,c,d1cx8g3
316519,c,d4za0b2
358768,c,d5yhvd_
205517,c,d2peza_
136295,c,d2haua1
359686,c,d6frmh2
381915,c,d6jkra2
118750,c,d1r9nc2
244460,c,d2x86h_
179185,c,d3k8dc_
200110,c,d3oohg_
217656,c,d3v4xa2
348435,c,d5x8da_
167032,c,d2p6kb_
105568,c,d1si1a_
33806,c,d1bava_
29879,c,d1a4ub_
249417,c,d3seva1
251364,c,d4cd1a1
94826,c,d1pkea_
407317,c,d6xl8a_
198273,c,d2q2qe_
379842,c,d6jbkg1
96830,c,d1r1oa_
361777,c,d6ndia_
371342,c,d6qf1a_
314556,c,d5fwyd_
156900,c,d3cpjg2
388127,c,d6lona_
324994,c,d5kama_
355030,c,d5xzdb_
245949,c,d3exga1
394567,c,d7jn4k2
358630,c,d5qeea_
208550,c,d3b7na2
302254,c,d1burd4
279862,c,d4zl7a_
74307,c,d1lwna_
154403,c,d2zeha_
376789,c,d6nayx_
400417,c,d5s1sb1
174583,c,d3e31b_
265745,c,d3wsef_
355479,c,d6c0ja2
404514,c,d7c3ub_
139662,c,d2pd4c_
385909,c,d6v24b1
109259,c,d1wdkc2
329560,c,d5tr2b3
67098,c,d1jqjc2
68254,c,d1k75b_
129140,c,d2bt4a_
31626,c,d1azyb2
201853,c,d4elwc_
210904,c,d3h83b1
149840,c,d2ptxa1
214799,c,d3phjb2
177652,c,d3hkac_
345783,c,d5lqdc1
95528,c,d1q11a_
223869,c,d4jkfb_
152744,c,d2v7ua2
415932,c,d6fa3d1
266166,c,d4dz1a_
66719,c,d1jhma_
221782,c,d4g8jf_
35442,c,d1c4gb2
198241,c,d2p91c_
85273,c,d1n2hb_
206140,c,d2rjta2
209834,c,d3f9ma2
402121,c,d7jqye_
131061,c,d2d06a_
219536,c,d4bqsb_
88132,c,d1pjle2
367512,c,d6n97a_
357109,c,d5oura_
334533,c,d5mp4e_
216062,c,d3rtga2
119663,c,d1u9za1
30993,c,d1cp3b_
96876,c,d1r2rb_
161462,c,d2iftb1
137266,c,d2id4a2
329251,c,d5k3ea_
413908,c,d4l4ma2
31829,c,d1qs0a_
268199,c,d4cm6b_
303808,c,d2f4da_
145913,c,d1y8aa1
379861,c,d5qkmb_
129593,c,d2c0gb2
345850,c,d5tqva_
315032,c,d5hexb3
136616,c,d2hmvb_
180932,c,d3m81f_
265983,c,d4c5la1
340968,c,d5nhma_
77775,c,d1l7da2
329804,c,d5lgxa_
